Squad,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Position,Footed,Height,Weight,Wages
Luton,Carlton Morris,ENG,"FW,MF",28.0,28.0,22.0,1962.0,21.8,8.0,4.0,12.0,4.0,4.0,4.0,2.0,0.0,8.0,4.8,2.4,7.2,FW-MF,Left,188.0,86.0,"￡ 10,000"
Luton,Ross Barkley,ENG,MF,30.0,23.0,21.0,1873.0,20.8,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,2.9,2.9,3.5,6.4,MF,Right,189.0,83.0,"￡ 30,000"
Luton,Amari'i Bell,JAM,DF,29.0,21.0,21.0,1720.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,DF-MF,Left,180.0,72.0,"￡ 10,000"
Luton,Teden Mengi,ENG,DF,21.0,21.0,19.0,1733.0,19.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,DF,Right,183.0,81.0,"￡ 10,000"
Luton,Chiedozie Ogbene,IRL,"MF,DF",26.0,27.0,18.0,1812.0,20.1,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,3.6,3.6,3.0,6.6,FW-MF,Right,177.0,71.0,"￡ 15,000"
Luton,Gabriel Osho,NGA,DF,25.0,16.0,16.0,1396.0,15.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.1,1.1,DF,Right,182.1,73.7,"￡ 10,000"
Luton,Issa Kabore,BFA,DF,22.0,19.0,16.0,1335.0,14.8,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,1.6,1.8,DF-MF,Right,180.0,73.7,"￡ 20,000"
Luton,Tom Lockyer,WAL,DF,29.0,14.0,14.0,1169.0,13.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,0.6,1.7,DF-MF,Right,184.0,69.0,"￡ 20,000"
Luton,Elijah Adebayo,ENG,FW,26.0,23.0,13.0,1162.0,12.9,9.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,5.9,5.9,0.7,6.6,F,unknown,190.0,88.0,"￡ 12,500"
Luton,Marvelous Nakamba,ZIM,MF,30.0,13.0,13.0,1130.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.4,0.6,MF,Left,177.0,71.0,"￡ 30,000"
Luton,Reece Burke,ENG,DF,27.0,14.0,12.0,1034.0,11.5,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.3,1.3,0.7,2.0,DF,Right,188.0,81.0,"￡ 12,500"
Luton,Jacob Brown,SCO,"MF,FW",25.0,19.0,12.0,1019.0,11.3,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.8,2.8,0.7,3.4,FW-MF,Right,178.0,68.0,"￡ 30,000"
Luton,Tahith Chong,NED,MF,24.0,23.0,11.0,1186.0,13.2,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,1.6,1.6,0.4,2.0,FW-MF,Left,185.0,77.0,"￡ 30,000"
Luton,Albert Sambi Lokonga,BEL,MF,24.0,12.0,11.0,873.0,9.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.3,1.7,MF,Right,183.0,78.0,"￡ 50,000"
Luton,Andros Townsend,ENG,"MF,FW",32.0,19.0,10.0,844.0,9.4,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,1.0,2.2,FW-MF,Left,183.0,77.0,"￡ 20,000"
Luton,Pelly Ruddock Mpanzu,COD,MF,30.0,21.0,8.0,855.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,1.0,DF-MF,Right,175.0,63.0,0
Luton,Jordan Clark,ENG,MF,30.0,14.0,7.0,659.0,7.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.3,0.5,MF,Right,183.0,76.0,"￡ 5,000"
Luton,Ryan John Giles,ENG,"DF,MF",24.0,11.0,5.0,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,DF-MF,Left,183.0,72.0,"￡ 35,000"
Luton,Mads Juel Andersen,DEN,DF,26.0,8.0,4.0,400.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,DF,unknown,194.0,78.0,"￡ 15,000"
Luton,Cauley Woodrow,ENG,"FW,MF",29.0,15.0,2.0,250.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.4,1.5,FW-MF,Right,184.0,72.0,"￡ 20,000"
Luton,Daiki Hashioka,JPN,DF,24.0,3.0,1.0,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,DF-MF,Right,182.0,73.0,"￡ 15,000"
Luton,Luke Berry,ENG,"MF,DF",31.0,8.0,0.0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,MF,Right,175.0,72.0,"￡ 10,000"
Luton,Zack Nelson,ENG,MF,19.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Luton,Allan Campbell,SCO,MF,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,unknown,175.0,73.0,"￡ 8,462"
Luton,Aidan Francis,ENG,MF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Luton,Joseph Johnson,ENG,DF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Luton,Tim Krul,NED,GK,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Left,193.0,86.0,"￡ 25,000"
Luton,Jayden Luker,ENG,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Luton,Dominic Martins,POR,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Luton,John Mcatee,ENG,"FW,MF",24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Luton,Axel Piesold,ENG,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Luton,Dan Potts,ENG,DF,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Left,173.0,69.0,"￡ 10,000"
Luton,James Shea,ENG,GK,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,188.0,76.0,"￡ 7,500"
Burnley,James Trafford,ENG,GK,21.0,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,GK,Right,197.0,83.0,"￡ 25,000"
Burnley,Zeki Amdouni,SUI,FW,23.0,26.0,25.0,1758.0,19.5,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,4.2,4.2,1.4,5.6,FW-M,unknown,183.0,73.7,"￡ 30,000"
Burnley,Sander Berge,NOR,MF,26.0,27.0,24.0,2105.0,23.4,1.0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,1.7,1.7,1.2,2.9,MF,Right,190.0,87.0,"￡ 40,000"
Burnley,Dara O'shea,IRL,DF,25.0,24.0,23.0,2106.0,23.4,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,1.5,2.0,DF,Right,183.0,74.0,"￡ 20,000"
Burnley,Josh Brownhill,ENG,MF,28.0,26.0,22.0,2028.0,22.5,3.0,1.0,4.0,3.0,0.0,0.0,3.0,1.0,1.6,1.6,1.8,3.4,MF,Right,177.0,73.0,"￡ 45,000"
Burnley,Charlie Taylor,ENG,DF,30.0,20.0,19.0,1723.0,19.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.1,0.1,0.9,1.0,DF,Left,175.0,69.0,"￡ 30,000"
Burnley,Vitinho,BRA,"DF,MF",24.0,22.0,18.0,1604.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2,1.3,DF-MF,Right,175.0,72.0,"￡ 25,000"
Burnley,Jordan Beyer,GER,DF,23.0,15.0,15.0,1234.0,13.7,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.3,0.8,DF,Right,187.0,79.0,"￡ 3,000"
Burnley,Wilson Odobert,FRA,"MF,FW",19.0,19.0,15.0,1232.0,13.7,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,1.4,1.4,1.3,2.7,M,unknown,180.0,74.0,0
Burnley,Josh Cullen,IRL,MF,27.0,15.0,13.0,1168.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.8,0.9,DF-MF,Right,180.0,74.0,"￡ 40,000"
Burnley,Lyle Foster,RSA,FW,23.0,14.0,13.0,1128.0,12.5,4.0,3.0,7.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,1.3,3.4,FW,Right,185.0,78.0,"￡ 32,500"
Burnley,Luca Koleosho,ITA,"MF,FW",19.0,15.0,13.0,974.0,10.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3,3.3,M,unknown,175.0,69.0,0
Burnley,Ameen Al-dakhil,BEL,DF,22.0,13.0,12.0,1056.0,11.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.1,1.4,DF,Right,187.0,69.0,"￡ 15,000"
Burnley,Johann Berg Gudmundsson,ISL,MF,33.0,20.0,12.0,1050.0,11.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,2.3,3.3,FW-MF,Left,186.0,78.0,"￡ 35,000"
Burnley,Connor Roberts,WAL,DF,28.0,14.0,8.0,823.0,9.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.2,0.2,DF-MF,Right,175.0,69.0,"￡ 30,000"
Burnley,Jay Rodriguez,ENG,FW,34.0,16.0,7.0,731.0,8.1,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,2.2,0.2,2.4,FW-MF,Right,185.0,69.0,"￡ 40,000"
Burnley,Jacob Bruun Larsen,DEN,"MF,FW",25.0,22.0,6.0,596.0,6.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.5,1.5,0.6,2.1,FW-MF,Right,183.0,74.0,"￡ 35,000"
Burnley,Lorenz Assignon,TOG,DF,23.0,6.0,6.0,527.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.2,1.2,DF,Right,179.0,67.0,"€ 10,577"
Burnley,Hannes Delcroix,BEL,DF,25.0,12.0,5.0,589.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,DF,Left,183.0,73.0,"￡ 15,000"
Burnley,Aaron Ramsey,ENG,"MF,FW",21.0,14.0,5.0,527.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,M,unknown,178.0,76.0,"￡ 25,000"
Burnley,David Datro Fofana,CIV,FW,21.0,7.0,5.0,509.0,5.7,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.3,2.3,1.4,3.7,FW,Right,181.0,82.0,0
Burnley,Maxime Esteve,FRA,DF,21.0,6.0,5.0,455.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,DF,Left,192.0,82.0,"￡ 5,000"
Burnley,Hjalmar Ekdal,SWE,DF,25.0,6.0,4.0,325.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.1,DF,Right,187.0,76.0,0
Burnley,Mike Tresor,BEL,"FW,MF",24.0,14.0,3.0,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,FW-MF,Right,173.0,68.0,0
Burnley,Anass Zaroury,MAR,"FW,MF",23.0,6.0,1.0,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.2,FW-MF,Both,182.1,73.7,"￡ 15,000"
Burnley,Benson Manuel,BEL,"MF,FW",26.0,6.0,1.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,FW-MF,Left,166.0,63.0,"￡ 25,000"
Burnley,Nathan Redmond,ENG,"FW,MF",30.0,12.0,0.0,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,FW-MF,Right,173.0,74.0,"￡ 35,000"
Burnley,Michael Obafemi,IRL,"FW,MF",23.0,2.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,FW,Right,169.0,69.0,"￡ 15,000"
Burnley,Jack Cork,ENG,MF,34.0,3.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF-MF,Right,185.0,68.0,"￡ 45,000"
Burnley,Han-noah Massengo,FRA,"MF,DF",22.0,3.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,unknown,175.0,63.0,"￡ 15,000"
Burnley,Cj Egan-riley,ENG,DF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Right,183.0,74.0,0
Burnley,Arijanet Muric,KVX,GK,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,198.0,79.0,"￡ 25,000"
Burnley,Lawrence Vigouroux,CHI,GK,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,194.0,89.0,"￡ 7,000"
Sheffield,Jack Robinson,ENG,DF,30.0,27.0,25.0,2322.0,25.8,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,2.1,DF,Left,180.0,68.0,"￡ 25,000"
Sheffield,Vinicius Souza,BRA,MF,24.0,27.0,25.0,2167.0,24.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,MF,Right,187.0,79.0,"￡ 30,000"
Sheffield,Wes Foderingham,ENG,GK,33.0,25.0,24.0,2199.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,GK,Right,185.0,74.0,"￡ 12,500"
Sheffield,Gustavo Hamer,NED,MF,26.0,26.0,24.0,2063.0,22.9,3.0,3.0,6.0,3.0,0.0,0.0,8.0,0.0,2.2,2.2,3.1,5.3,MF,Right,169.0,60.0,"￡ 30,000"
Sheffield,Jayden Bogle,ENG,DF,23.0,24.0,22.0,1916.0,21.3,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.4,1.4,0.8,2.2,DF-MF,Right,178.0,68.0,"￡ 20,000"
Sheffield,Anel Ahmedhodzic,BIH,DF,24.0,22.0,20.0,1840.0,20.4,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,2.5,2.5,0.0,2.6,DF-MF,Right,178.0,69.0,"￡ 30,000"
Sheffield,Auston Trusty,USA,DF,25.0,22.0,19.0,1773.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.5,0.8,DF,Left,191.0,83.0,"￡ 25,000"
Sheffield,James Mcatee,ENG,"MF,FW",21.0,23.0,18.0,1570.0,17.4,3.0,2.0,5.0,2.0,1.0,1.0,2.0,0.0,2.4,1.7,1.9,3.6,MF,Left,180.0,69.0,0
Sheffield,Cameron Archer,ENG,"FW,MF",22.0,21.0,16.0,1449.0,16.1,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,3.9,3.9,1.7,5.6,F,unknown,175.0,72.0,"￡ 30,000"
Sheffield,Oliver Norwood,NIR,MF,32.0,24.0,16.0,1408.0,15.6,1.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,1.1,0.3,0.6,0.9,MF,Right,180.0,74.0,"￡ 20,000"
Sheffield,George Baldock,GRE,DF,31.0,13.0,11.0,969.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8,0.8,DF-MF,Right,175.0,69.0,"￡ 10,000"
Sheffield,Luke Thomas,ENG,DF,22.0,12.0,11.0,917.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.6,DF-MF,Left,181.0,73.0,"￡ 15,000"
Sheffield,Oliver Mcburnie,SCO,FW,27.0,16.0,11.0,906.0,10.1,4.0,2.0,6.0,2.0,2.0,2.0,6.0,2.0,4.2,2.6,1.1,3.8,FW,Right,188.0,66.0,"￡ 25,000"
Sheffield,William Osula,DEN,FW,20.0,18.0,9.0,730.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.6,1.6,0.1,1.7,F,unknown,182.1,73.7,0
Sheffield,Andre Brooks,ENG,"MF,DF",20.0,13.0,8.0,650.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,M,unknown,180.0,73.7,0
Sheffield,Ben Osborn,ENG,"DF,MF",29.0,15.0,6.0,705.0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,DF-FW-MF,Left,176.0,74.0,"￡ 20,000"
Sheffield,John Egan,IRL,DF,31.0,6.0,6.0,482.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,DF,Right,185.0,87.0,"￡ 12,500"
Sheffield,Yasser Larouci,ALG,DF,23.0,9.0,4.0,421.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.4,DF-MF,Left,176.0,68.0,"￡ 10,000"
Sheffield,Anis Ben Slimane,TUN,MF,22.0,11.0,4.0,366.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.3,1.0,M,unknown,186.0,82.0,0
Sheffield,Ivo Grbic,CRO,GK,28.0,4.0,4.0,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,GK,Right,195.0,83.0,"€ 16,538"
Sheffield,Ben Brereton,CHI,"MF,FW",24.0,4.0,4.0,254.0,2.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,0.0,1.1,unknown,unknown,182.1,73.7,0
Sheffield,Max Lowe,ENG,"DF,MF",26.0,8.0,3.0,399.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.7,1.3,DF-MF,Right,168.0,69.0,"￡ 10,000"
Sheffield,Benie Adama Traore,CIV,"FW,MF",21.0,8.0,3.0,387.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,F,unknown,175.0,64.0,0
Sheffield,Chris Basham,ENG,"DF,MF",35.0,8.0,3.0,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,DF-MF,Right,185.0,84.0,"￡ 15,000"
Sheffield,Rhian Brewster,ENG,"FW,MF",23.0,11.0,3.0,307.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.1,0.4,FW,Right,177.0,73.0,"￡ 35,000"
Sheffield,Mason Holgate,ENG,DF,27.0,3.0,3.0,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4,0.0,0.4,DF,Right,184.0,73.0,"￡ 70,000"
Sheffield,Tom Davies,ENG,MF,25.0,9.0,2.0,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.4,MF,Right,180.0,69.0,"￡ 30,000"
Sheffield,Rhys Norrington-davies,WAL,DF,24.0,5.0,2.0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,DF-MF,Left,170.0,62.0,"￡ 4,000"
Sheffield,Oliver Arblaster,ENG,MF,19.0,2.0,1.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,M,unknown,182.1,73.7,0
Sheffield,John Fleck,SCO,"MF,DF",32.0,4.0,1.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,FW-MF,Left,169.0,68.0,"￡ 25,000"
Sheffield,Antwoine Hackford,ENG,FW,19.0,2.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,Right,177.0,68.0,0
Sheffield,Sydie Peck,ENG,MF,19.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Sheffield,Ryan One,SCO,FW,17.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,unknown,182.1,73.7,0
Sheffield,Jordan Amissah,GHA,GK,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,197.0,73.7,0
Sheffield,Billy Blacker,ENG,FW,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Sheffield,Jili Buyabu,ENG,MF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Left,169.0,73.7,0
Sheffield,Ismaila Cheick Coulibaly,MLI,MF,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Right,183.0,79.0,0
Sheffield,Sam Curtis,IRL,DF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Sheffield,Adam Davies,WAL,GK,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,191.0,74.0,"￡ 25,000"
Sheffield,Louie Marsh,ENG,FW,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Sheffield,Dovydas Sasnauskas,LIT,DF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Sheffield,Femi Seriki,ENG,DF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,unknown,182.1,73.7,"￡ 10,000"
